0 0011_00 0 0 0.0
1 0011_00 1 0 0.0
2 0011_00 2 0 0.0
3 0011_00 3 0 0.0
4 0011_00 4 0 0.0
0 0011_00 0 1 0.92661643
1 0011_00 1 1 0.34815934
2 0011_00 2 1 0.5530533
3 0011_00 3 1 0.947336
4 0011_00 4 1 0.95726275
5 0011_00 5 0 0.0
6 0011_00 6 0 0.0
7 0011_00 7 0 0.0
8 0011_00 8 0 0.0
9 0011_00 9 0 0.0
5 0011_00 5 1 0.86937904
6 0011_00 6 1 0.821192
7 0011_00 7 1 0.6233184
8 0011_00 8 1 0.8999154
9 0011_00 9 1 0.85755813
10 0011_00 10 0 0.0
11 0011_00 11 0 0.0
12 0011_00 12 0 0.0
13 0011_00 13 0 0.0
14 0011_00 14 0 0.0
10 0011_00 10 1 0.82652503
11 0011_00 11 1 0.8219212
12 0011_00 12 1 0.71627504
13 0011_00 13 1 0.9593826
14 0011_00 14 1 0.43700916
15 0011_00 15 0 0.0
16 0011_00 16 0 0.0
17 0011_00 17 0 0.0
18 0011_00 18 0 0.0
19 0011_00 19 0 0.0
15 0011_00 15 1 0.550365
16 0011_00 16 1 0.86158836
17 0011_00 17 1 0.6401028
18 0011_00 18 1 0.91485316
19 0011_00 19 1 0.74569905
20 0011_00 20 0 0.0
21 0011_00 21 0 0.0
22 0011_00 22 0 0.0
23 0011_00 23 0 0.0
24 0011_00 24 0 0.0
20 0011_00 20 1 0.34888393
21 0011_00 21 1 0.5452638
22 0011_00 22 1 0.51872736
23 0011_00 23 1 0.51928574
24 0011_00 24 1 0.5264231
25 0011_00 25 0 0.0
26 0011_00 26 0 0.0
27 0011_00 27 0 0.0
28 0011_00 28 0 0.0
29 0011_00 29 0 0.0
25 0011_00 25 1 0.589711
26 0011_00 26 1 0.09457888
27 0011_00 27 1 0.7407021
28 0011_00 28 1 0.16717006
29 0011_00 29 1 0.46937653
30 0011_00 30 0 0.0
31 0011_00 31 0 0.0
32 0011_00 32 0 0.0
33 0011_01 0 0 0.0
34 0011_01 1 0 0.0
30 0011_00 30 1 0.90059084
31 0011_00 31 1 0.29209623
32 0011_00 32 1 0.59090906
33 0011_01 0 1 0.9280592
34 0011_01 1 1 0.8926897
35 0011_01 2 0 0.0
36 0011_01 3 0 0.0
37 0011_01 4 0 0.0
38 0011_01 5 0 0.0
39 0011_01 6 0 0.0
35 0011_01 2 1 0.83424157
36 0011_01 3 1 0.8421443
37 0011_01 4 1 0.9766031
38 0011_01 5 1 0.8862822
39 0011_01 6 1 0.99188703
40 0011_01 7 0 0.0
41 0011_01 8 0 0.0
42 0011_01 9 0 0.0
43 0011_01 10 0 0.0
44 0011_01 11 0 0.0
40 0011_01 7 1 0.7919272
41 0011_01 8 1 0.9128039
42 0011_01 9 1 0.61759686
43 0011_01 10 1 0.48351103
44 0011_01 11 1 0.8933649
45 0011_01 12 0 0.0
46 0011_01 13 0 0.0
47 0011_01 14 0 0.0
48 0011_01 15 0 0.0
49 0011_01 16 0 0.0
45 0011_01 12 1 0.37566137
46 0011_01 13 1 0.7953899
47 0011_01 14 1 0.9538559
48 0011_01 15 1 0.68312544
49 0011_01 16 1 0.36115006
50 0011_01 17 0 0.0
51 0011_01 18 0 0.0
52 0011_01 19 0 0.0
53 0011_01 20 0 0.0
54 0011_01 21 0 0.0
50 0011_01 17 1 0.5339782
51 0011_01 18 1 0.6756123
52 0011_01 19 1 0.6582531
53 0011_01 20 1 0.7481449
54 0011_01 21 1 0.26909328
55 0011_01 22 0 0.0
56 0011_01 23 0 0.0
57 0011_01 24 0 0.0
58 0011_01 25 0 0.0
59 0011_01 26 0 0.0
55 0011_01 22 1 0.2814408
56 0011_01 23 1 0.8454405
57 0011_01 24 1 0.4155538
58 0011_01 25 1 0.6098946
59 0011_01 26 1 0.85079366
60 0011_01 27 0 0.0
61 0011_01 28 0 0.0
62 0011_01 29 0 0.0
63 0011_01 30 0 0.0
64 0015_00 0 0 0.0
60 0011_01 27 1 0.67155427
61 0011_01 28 1 0.772629
62 0011_01 29 1 0.17639287
